include,source,title,authors,url,doi
NO,zenodo,Remote laboratory applied to higher education,"- Azcona Esteban, Jon
- Bonilla Bravo, Gonzalo Gabriel
- Ocampo Pazos, Willian Javier
- Ulloa Meneses, Luis Javier",,10.5281/zenodo.3277275
NO,google scholar,Remote sensing-based detection and monitoring of dangerous nearshore currents,GA Meadows and A Grimm and CN Brooks and RA Shuchman,https://digitalcommons.mtu.edu/cgi/viewcontent.cgi?article=1265&context=mtri_p,
NO,zenodo,Report Games xPalaioFaliro,"- Vicens, Julian
- Cigarini, Anna
- Bonhoure, Isabelle
- Perelló, Josep",,10.5281/zenodo.1475279
NO,zenodo,"REPORT Interactive session ""How responsible is Citizen Science?""",- Fermin Serrano,,10.5281/zenodo.250602
NO,google scholar,Reporting Some Marginal Discourses to Root a De-design Approach in IS Development,F Cabitza and A Locoro and A Ravarini,https://link.springer.com/chapter/10.1007/978-3-030-23665-6_20,
NO,zenodo,Reproducible science and the UK Reproducibility Network,"- Whitaker, Kirstie",,10.5281/zenodo.3346767
NO,google scholar,Repurposing the Hacker. Three Cycles of Recuperation in the Evolution of Hacking and Capitalism,A Delfanti and J Söderberg,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2622106,
NO,google scholar,Repurposing the hacker. Three temporalities of recuperation,J Söderberg and A Delfanti,http://www.academia.edu/download/38555512/HackingHackedPreprint2015.pdf,
NO,zenodo,"Research for Society - The New World of Public Engagement, Citizen Science, Community and Civic Action","- Doyle, Linda",,10.5281/zenodo.3258524
NO,google scholar,Research for the sustainable development of tidal power in Maine,T Johnson and GB Zydlewski,https://digitalcommons.library.umaine.edu/mpr/vol21/iss1/10/,
NO,zenodo,Research Libraries on a Mission: Engaging the Public,"- Dunne, Siobhán
- Corrall, Sheila Mary
- Chung, Hui Ting
- Houlihan, Barry
- Wiederkehr, Stefan
- Sommersguter, Paul David",,10.5281/zenodo.3268450
NO,zenodo,"Research Lifecycle enhanced by an ""Open Science by Default"" Workflow","- Grigorov, Ivo
- Carvalho, Jose
- Davidson, Joy
- Donnelly, Martin
- Elbaek, Mikael
- Franck, Gwen
- Jones, Sarah
- Melero, Reme
- Knoth, Petr
- Kuchma, Iryna
- Orth, Astrid
- Pontika, Nancy
- Rodrigues, Eloy
- Schmidt, Birgit",,10.5281/zenodo.49960
NO,zenodo,Resource heterogeneity leads to unjust effort distribution in climate change mitigation,"- Vicens, Julián
- Bueno-Guerra, Nereida
- Gutierrez-Roig, Mario
- Gracia-Lázaro, Carlos
- Gómez-Gardeñes, Jesús
- Perelló, Josep
- Sánchez, Ángel
- Moreno, Yamir
- Duch, Jordi",,10.5281/zenodo.1284091
NO,google scholar,"Results of the workshop on two-phase flow, fluid stability and dynamics: issues in power, propulsion, and advanced life support systems",J McQuillen and E Rame and M Kassemi and B Singh and B Motil,https://ntrs.nasa.gov/search.jsp?R=20040034793,
NO,google scholar,Rethinking education in the age of technology: The digital revolution and schooling in America,A Collins and R Halverson,https://books.google.com/books?hl=es&lr=&id=eRhWDwAAQBAJ&oi=fnd&pg=PP1&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=UjRWlirtqA&sig=UGc0xKH43PQESfj21h-8uDJDg8k,
NO,google scholar,Rethinking the smart city,E Morozov and F Bria,https://onlineopen.org/media/article/583/open_essay_2018_morozov_rethinking.pdf,
NO,google scholar,Revealed preference methods for studying bicycle route choice—A systematic review,R Pritchard,https://www.mdpi.com/1660-4601/15/3/470,
SI,google scholar,Safecast: successful citizen-science for radiation measurement and communication after Fukushima,A Brown and P Franken and S Bonner…,https://iopscience.iop.org/article/10.1088/0952-4746/36/2/S82/meta,
NO,google scholar,SatNOGS: Satellite Networked Open Ground Station,I Giannelos and A Zissimatos and E Kosmas and D Papadeas…,https://agnd.net/pdf/DCC2015-SatNOGS-AD0CQ.pdf,
NO,google scholar,SatNOGS: satellite networked open ground station,DJ White and I Giannelos and A Zissimatos and E Kosmas…,https://scholar.valpo.edu/cgi/viewcontent.cgi?article=1039&context=engineering_fac_pub,
NO,google scholar,Scenarios for educational and game activities using internet of things data,C Tziortzioti and I Mavrommati and G Mylonas…,https://ieeexplore.ieee.org/abstract/document/8490370/,
NO,zenodo,Scent: Smart Toolbox for Engaging Citizens into a People - Centric  Observation Web,"- Georgiou, Harris
- Konstantakis, Thanos
- Amditis, Angelos
- Tsertou, Athanasia
- Cohen, Benjamin
- Popescu, Ioana
- Jonoski, Andreja
- Nichersu, Iulian
- Marin, Eugenia
- Carreras, Iacopo
- Cuoghi, Andrea
- Henriksson, Linda
- Hume, Amy
- Brandalesi, Silvia
- Simeone, Luca
- Todorov, Emil
- Miska, Mary
- Alexopoulou, Dimitra",,10.5281/zenodo.1172703
NO,zenodo,Scent: Smart Toolbox for Engaging Citizens into a People-Centric Observation Web,"- McDonnell, Paul
- Hughes, Tony
- Tsertou, Athanasia
- Antonakopoulou, Anna
- Cohen, Benjamin
- Popescu, Ioana
- Jonoski, Andreja
- Nichersu, Iulian
- Miorandi, Daniele
- Tamascelli, Stefano
- Brandalesi, Silvia
- Miska, Mary
- Alexopoulou, Dimitra",,10.5281/zenodo.1172713
NO,zenodo,Scent: Smart Toolbox for Engaging Citizens into a People-Centric Observation Web,"- Georgiou, Harris
- Konstantakis, Thanos
- Amditis, Angelos
- Tsertou, Athanasia
- Cohen, Benjamin
- Popescu, Ioana
- Jonoski, Andreja
- Nichersu, Iulian
- Marin, Eugenia
- Carreras, Iacopo
- Cuoghi, Andrea
- Henriksson, Linda
- Hume, Amy
- Brandalesi, Silvia
- Tamascelli, Stefano
- Todorov, Emil
- Miska, Mary
- Alexopoulou, Dimitra",,10.5281/zenodo.1172705
NO,zenodo,SCIENCE – A NEW UNIVERSAL RIGHT: OPEN CITIZEN SCIENCE PROJECT RECOMMENDATIONS,"- Laine, Heidi",,10.5281/zenodo.1211063
NO,zenodo,Science and citizenship: Capacity building for civic engagement through the MammalWeb citizen science project,"- Hsing, Pen-Yuan
- Coghill, Lorraine
- Ryder, Julie
- Ascroft, Roland
- Stephens, Philip",,10.5281/zenodo.1220377
NO,google scholar,Science and cultural process: Defining an anthropological approach to science education,L Hammond and C Brandt,https://www.tandfonline.com/doi/pdf/10.1080/03057260408560202,
NO,zenodo,Science and Management of Intermittent Rivers and Ephemeral Streams (SMIRES),"- Datry, Thibault
- Singer, Gabriel
- Sauquet, Eric
- Jorda-Capdevila, Dídac
- Von Schiller, Daniel
- Subbington, Rachel
- Magand, Claire
- Pařil, Petr
- Miliša, Marko
- Acuña, Vicenç
- Alves, Maria Helena
- Augeard, Bénédicte
- Brunke, Matthias
- Cid, Núria
- Csabai, Zoltán
- England, Judy
- Froebrich, Jochen
- Koundouri, Phoebe
- Lamouroux, Nicolas
- Martí, Eugènia
- Morais, Manuela
- Munné, Antoni
- Mutz, Michael
- Pesic, Vladimir
- Previšić, Ana
- Reynaud, Arnaud
- Robinson, Christopher
- Sadler, Jonathan
- Skoulikidis, Nikos
- Terrier, Benoit
- Tockner, Klement
- Vesely, David
- Zoppini, Annamaria",,10.3897/rio.3.e21774
SI,google scholar,Science artisans and open science hardware,D Kera,https://journals.sagepub.com/doi/abs/10.1177/0270467618774978,
NO,zenodo,Science at High Schools - Collaboration between Researchers and Students,"- Frane Adam
- Barbara Tomšič",,10.5281/zenodo.1454511
NO,zenodo,Science Ecosystem 2.0: how will change occur?,"- Crouzier, Thomas",,10.2777/67279
NO,google scholar,Science for all and all for science,K Anthony,http://cds.cern.ch/record/1364754,
NO,google scholar,Scientific Craftsmanship: The changing role,M Ramoğlua and A Coşkunb,https://www.researchgate.net/profile/Aykut_Coskun/publication/319560860_Scientific_Craftsmanship_The_changing_role_of_product_designers_in_the_digital_era/links/5ae191900f7e9b2859483f48/Scientific-Craftsmanship-The-changing-role-of-product-designers-in-the-digital-era.pdf,
NO,google scholar,Scientific Craftsmanship: The changing role of product designers in the digital era,M Ramoğlu and A Coşkun,https://www.tandfonline.com/doi/abs/10.1080/14606925.2017.1352946,
SI,zenodo,"ScintPi: A low-cost, easy-to-build GPS ionospheric scintillation monitor for DASI studies of space weather, education, and citizen science initiatives","- F. S. Rodrigues
- A. O. Moraes",,10.5281/zenodo.3261804
NO,zenodo,Scraps of Memory: ERC Our Mythical Childhood & Schools (2018),"- Strycharczyk, Barbara
- Janczak, Michał",,10.5281/zenodo.2608854
NO,google scholar,Securing spatial data infrastructures for distributed Smart City applications and services,K Chaturvedi and A Matheus and SH Nguyen…,https://www.sciencedirect.com/science/article/pii/S0167739X18330024,
NO,google scholar,Selected Conference Proceedings: 3rd International Conference on Urban Sustainability and Resilience,H Titheridge and P Parikh,http://discovery.ucl.ac.uk/10062559/1/Selected_Conference_Proceedings%20_2017_Final.pdf,
NO,zenodo,Semi-automatic Extraction of Plants Morphological Characters from Taxonomic Descriptions Written in Spanish,"- Mora, Maria
- Araya, José",,10.3897/BDJ.6.e21282
NO,google scholar,Sense and the city: representations of air quality data in the'smart city',L Bui,https://dspace.mit.edu/handle/1721.1/104259,
NO,google scholar,SENSE IN THE CITY: URBAN SENSING AS A DIGITAL INTERVENTION FOR PLANNING,L BUI,https://www.cymerau.org/uploads/2/6/4/2/26426437/open_access.pdf#page=327,
NO,google scholar,SENSING AND “MEDIA” AS PRACTICE IN THE MAKING,J Gabrys,http://research.gold.ac.uk/19517/1/Gabrys_DHCompanion_2018.pdf,
NO,google scholar,Sensor journalism: Pitfalls and possibilities,A Schmitz Weiss,http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-82852016000401048,
SI,google scholar,Sensorcaching: An Open-Source platform for citizen science and environmental monitoring,M O'Keefe,http://adsabs.harvard.edu/abs/2014PhDT........28O,
NO,google scholar,"Sensors and Sensing Practices: Reworking Experience across Entities, Environments, and Technologies",J Gabrys,https://journals.sagepub.com/doi/abs/10.1177/0162243919860211,
NO,zenodo,"Setting Collections Data Free with the Power of the Crowd: challenges, opportunities and a vision for the future","- Gold, Margaret",,10.3897/tdwgproceedings.1.20422
NO,google scholar,Shared machine shops as real-life laboratories,S Dickel and JP Ferdinand and U Petschow,https://www.researchgate.net/profile/Jan_Peter_Ferdinand/publication/268781801_Shared_Machine_Shops_as_Real-life_Laboratories/links/54759dec0cf29afed6128cea/Shared-Machine-Shops-as-Real-life-Laboratories.pdf,
NO,google scholar,Shared Machine Shops as Real-life Laboratories image,JPP Signal,,
NO,zenodo,Sharing knowledge – Innovative Solutions from New Zealand Taxonomic Collections,"- Tassell, Sarah
- Stanton, Adrienne
- Wilton, Aaron
- Tawiri, Katarina
- Petterson, Megan
- Schönberger, Ines",,10.3897/biss.2.27325
NO,zenodo,"Sharing more widely: data at the heart of evidence, policy and transformation at Defra","- Cameron, Kath
- Janusz, Stefan
- Pilley, Vanessa
- Amin, Farhana
- Wilkinson, Steve
- Hicks, Jonathan
- Gauntlett, Francesca
- Kass, Gary
- Rose, Mike
- Oliver, Sophia
- Miles, Emily
- Boyd, Ian",,10.5281/zenodo.571399
NO,zenodo,Shark Citizen Science,"- Bear, Michael",,10.13140/RG.2.2.26003.07206
NO,zenodo,Shenzhen Declaration on Plant Sciences,"- Crane, Peter R.
- Ge, Song
- Hong , De-Yuan
- Huang , Hong-Wen
- Jiao, Gen-Lin
- Knapp, Sandra
- Kress, W. John
- Mooney, Harold
- Raven, Peter H.
- Wen, Jun
- Wu, Wei-Hua
- Yang, Huan-Ming
- Zhu, Wei-Hua
- Zhu , Yu-Xian",,10.5281/zenodo.582804
NO,zenodo,Shining a New Light on Elmer Ottis Wooton's Legacy Herbarium and Historical Archive: an Exercise to Increase Student Participation while Promoting Public Engagement,"- Fuentes-Soriano, Sara
- Prihodko, Lara
- Manford, Mitchell
- Rogers, Zachary",,10.3897/biss.2.25783
NO,zenodo,Short Time Identification of Feed Drive Systems using Nonlinear Least Squares Method,"- M.G.A. Nassef
- Linghan Li
- C. Schenck
- B. Kuhfuss",,10.5281/zenodo.1328760
NO,zenodo,Should Citizen Scientists Play with Ecosystem Models?,"- Grigorov, Ivo",,10.5281/zenodo.10840
NO,google scholar,Siting Monitors for use in Land Use Regression Modelling,M Adams,https://asic.aqrc.ucdavis.edu/sites/g/files/dgvnsk3466/files/inline-files/Abstract%20List%20-%20Posters.pdf,
NO,google scholar,"Situated, crowdsourced microlearning: From micro-‐content to micro-‐arguments",CV ZSI and DH AIT and MV RSA and H Leo,http://www.academia.edu/download/31961298/Crowdsourcing_and_Microlearning_Voigt_et_al_2013.pdf,
NO,google scholar,Situating shifts. Reflecting on the presentation of change,J Raasch,http://easst.net/wp-content/uploads/2017/10/review_2014_12-1.pdf#page=18,
NO,google scholar,sity.,A Boehnlein,https://cds.cern.ch/record/2232493/files/,
NO,zenodo,"Slides from ""Boost your eHumanities and eHeritage research with Research Infrastructures"" (PARTHENOS eHumanities and eHeritage Webinar, Tuesday, 24.04.2018, 01:00 – 02:00 A.M. CEST)","- Darja Fiser
- Ulrike Wuttke",,10.5281/zenodo.1229482
NO,google scholar,Slow FAST Forward,B Trail,https://books.google.com/books?hl=es&lr=&id=zlj0DAAAQBAJ&oi=fnd&pg=PT257&dq=(%22open-source+hardware%22+OR+%22open-design+movement%22+OR+%22open+design%22+OR+%22open+hardware%22+OR+%22open+machine+design%22)+AND+(%22citizen+science%22+OR+%22community+science%22+OR+%22crowd+science%22+OR+%22crowd-sourced+science%22+OR+%22civic+science%22+OR+%22volunteer+monitoring%22)&ots=aIqlIhQjU7&sig=skrbhHyYip-4tsssw44IDranIR4,
NO,google scholar,Smart Citizen Kit and Station: an open environmental monitoring system for citizen participation and scientific experimentation,G Camprodon and Ó González and V Barberán and M Pérez…,https://www.sciencedirect.com/science/article/pii/S2468067219300203,
NO,google scholar,Smartphone adoption and use in agriculture: empirical evidence from Germany,M Michels and W Fecke and JH Feil and O Musshoff and J Pigisch…,https://link.springer.com/article/10.1007/s11119-019-09675-5,
NO,google scholar,Smartphone diagnostics for cultural heritage,C Daffara and G Marchioro…,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11058/110581K/Smartphone-diagnostics-for-cultural-heritage/10.1117/12.2527560.short,
NO,google scholar,Social responses to nature; citizen empowerment through design,R Phillips and M Brown and S Baurley,https://www.ingentaconnect.com/content/intellect/dbs/2016/00000002/00000002/art00006,
NO,google scholar,Social sciences in the transdisciplinary making of sustainable artifacts,S Nascimento and A Pólvora,https://journals.sagepub.com/doi/abs/10.1177/0539018415609173,
NO,google scholar,SocIoTal: Creating a Citizen-Centric Internet of Things,N Gligoric and S Krco and I Elicegui and C López and L Sánchez…,https://www.researchgate.net/profile/Nenad_Gligoric/publication/281440666_SocIoTal_Creating_a_Citizen-Centric_Internet_of_Things/links/55e70b7f08ae3e121841faf2.pdf,
NO,google scholar,Software engineering in civic tech a case study about code for Ireland,A Knutas and V Palacin and G Maccani and M Helfert,https://dl.acm.org/citation.cfm?id=3339981,
SI,google scholar,"Solo: an open source, customizable and inexpensive audio recorder for bioacoustic research",RC Whytock and J Christie,https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.12678,
NO,google scholar,Sonic Kayaks: Environmental monitoring and experimental music by citizens,AGF Griffiths and KM Kemp and K Matthews and JK Garrett…,https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.2004044,
NO,zenodo,SONYC Urban Sound Tagging (SONYC-UST): a multilabel dataset from an urban acoustic sensor network,"- Mark Cartwright
- Ana Elisa Mendez Mendez
- Graham Dove
- Jason Cramer
- Vincent Lostanlen
- Ho-Hsiang Wu
- Justin Salamon
- Oded Nov
- Juan Pablo Bello",,10.5281/zenodo.3338310
NO,google scholar,Space and High Energy Experiments Advanced Electronic Systems 2012,RS Romaniuk,https://www.degruyter.com/downloadpdf/j/eletel.2012.58.issue-4/v10177-012-0060-0/v10177-012-0060-0.xml,
NO,google scholar,Special Program Review,UAF Farms and LA Care,https://uaf.edu/files/finserv/Large-Animal-Farm-Special-Report-010915-SUBMITTED.pdf,
NO,google scholar,Special Reports,S Bloemen and D Hammerstein,http://commonstransition.org/the-eu-and-the-commons-a-commons-approach-to-european-knowledge-policy/,
NO,zenodo,Specification of data exchange format for transcription platforms,"- Le Bras, Gwenaël
- Chagnoux, Simon
- Dillen, Mathias",,10.5281/zenodo.2598413
NO,google scholar,Standardized spectral and radiometric calibration of consumer cameras,O Burggraaff and N Schmidt and J Zamorano and K Pauly…,https://www.osapublishing.org/abstract.cfm?uri=oe-27-14-19075,
NO,zenodo,Standardizing Citizen Science?,"- Bowser, Anne",,10.3897/tdwgproceedings.1.21123
NO,zenodo,"Steatoda nobilis, a false widow on the rise: a synthesis of past and current distribution trends","- Bauer, Tobias
- Feldmeier, Stephan
- Krehenwinkel, Henrik
- Wieczorrek, Carsten
- Reiser, Nils
- Breitling, Rainer",,10.3897/neobiota.42.31582
NO,zenodo,STEM4Youth: Games xAire,"- Julian Vicens
- Anna Cigarini
- Isabell Bonhoure
- Josep Perello",,10.5281/zenodo.1314207
NO,zenodo,STEM4Youth: Games xBadalona,"- Julian Vicens
- Anna Cigarini
- Josep Perello",,10.5281/zenodo.1468871
NO,zenodo,STEM4Youth: Games xBarcelona,"- Julian Vicens
- Anna Cigarini
- Isabelle Bonhoure
- Josep Perello",,10.5281/zenodo.1308972
NO,zenodo,STEM4Youth: Games xPalaioFaliro,"- Julian Vicens
- Anna Cigarinni
- Josep Perelló",,10.5281/zenodo.1314180
NO,zenodo,STEM4Youth: Games xViladecans,"- Julian Vicens
- Anna Cigarini
- Isabelle Bonhoure
- Josep Perelló",,10.5281/zenodo.1308974
NO,google scholar,Steps to an ecology of networked knowledge and innovation,RF Malina and C Strohecker and C LaFayette,https://www.mitpressjournals.org/pb-assets/mit-site/migrated/NSF_SEAD_Steps%20to%20an%20Ecology%20of%20Networked%20Knowledge%20and%20Innovation-1419766027000.pdf,
NO,google scholar,"Steps to an Ecology of Networked Knowledge and Innovation: Enabling new forms of collaboration among sciences, engineering, arts, and design",R Malina and C Strohecker and C LaFayette,https://www.mitpressjournals.org/userimages/ContentEditor/1424726827332/NSF_SEAD_Steps%20to%20an%20Ecology%20of%20Networked%20Knowledge%20and%20Innovation.pdf,
NO,zenodo,Stirring the strategic direction of scuba diving marine Citizen Science: A survey of active and potential participants,"- Lucrezi, Serena
- Milanese, Martina
- Palma, Marco
- Cerrano, Carlo",,10.1371/journal. pone.0202484
NO,google scholar,STREAM: Sustainable and Innovative Public Procurement and EcoDesign,K LATOUFIS and A TYMPAS,https://conference.aau.at/event/137/picture/86.pdf#page=76,
NO,google scholar,Street computing: Towards an integrated open data application programming interface (API) for cities,R Robinson and M Rittenbruch and M Foth…,https://www.tandfonline.com/doi/abs/10.1080/10630732.2012.698064,
NO,google scholar,Student Re-Design of Deprived Neighbourhoods in Minecraft: Community-Driven Urban Development,R Magnussen and AL Elming,https://repository.isls.org/handle/1/241,
NO,google scholar,Subversive Stadtplanung,S Höffken and B Streich,https://www.researchgate.net/profile/Stefan_Hoeffken/publication/274704973_Subversive_Stadtplanung/links/5a18062ba6fdcc50ade64f46/Subversive-Stadtplanung.pdf,
NO,zenodo,Summary report and strategy recommendations for EU citizen science gateway for biodiversity data,"- Runnel, Veljo
- Wetzel, Florian
- Groom, Quentin
- Koch, Wouter
- Pe'er, Israel
- Valland, Nils
- Panteri, Emmanouela
- Kõljalg, Urmas",,10.3897/rio.2.e11563
NO,zenodo,Sunspotter - 14 years of SoHO/MDI,"- Higgins, P. A.
- Pérez-Suárez, David
- Murray, Sophie A.
- Maloney, Shane A.
- Gallagher, Peter T.
- Bloomfield, Shaun
- McCloskey, Aoife E.
- Roche, Joseph
- O'Callaghan, David
- O'Neill, Arlene
- Ryan, Dan F.
- Leka, K.D.",,10.5281/zenodo.1478972
NO,zenodo,Sunspotter - All-Clear dataset,"- Higgins, P. A.
- Pérez-Suárez, David
- Murray, Sophie A.
- Maloney, Shane A.
- Gallagher, Peter T.
- Bloomfield, Shaun
- McCloskey, Aoife E.
- Roche, Joseph
- O'Callaghan, David
- O'Neill, Arlene
- Ryan, Dan F.
- Leka, K.D.",,10.5281/zenodo.1478966
NO,zenodo,Supplementary material 1 from: Baker E (2014) Open source data logger for low-cost environmental monitoring. Biodiversity Data Journal 2: e1059. https://doi.org/10.3897/BDJ.2.e1059,"- Baker, Ed",,10.3897/BDJ.2.e1059.suppl1
NO,zenodo,"Supplementary material 1 from: Bauer T, Feldmeier S, Krehenwinkel H, Wieczorrek C, Reiser N, Breitling R (2019) Steatoda nobilis, a false widow on the rise: a synthesis of past and current distribution trends. NeoBiota 42: 19-43. https://doi.org/10.3897/neobiota.42.31582","- Bauer, Tobias
- Feldmeier, Stephan
- Krehenwinkel, Henrik
- Wieczorrek, Carsten
- Reiser, Nils
- Breitling, Rainer",,10.3897/neobiota.42.31582.suppl1
NO,zenodo,"Supplementary material 1 from: Cardoso A, Tsiamis K, Gervasini E, Schade S, Taucer F, Adriaens T, Copas K, Flevaris S, Galiay P, Jennings E, Josefsson M, López B, Magan J, Marchante E, Montani E, Roy H, von Schomberg R, See L, Quintas M (2017) Citizen Science and Open Data: a model for Invasive Alien Species in Europe. Research Ideas and Outcomes 3: e14811. https://doi.org/10.3897/rio.3.e14811","- Cardoso, Ana Cristina
- Tsiamis, Konstantinos
- Gervasini, Eugenio
- Schade, Sven
- Taucer, Fabio
- Adriaens, Tim
- Copas, Kyle
- Flevaris, Spyridon
- Galiay, Philippe
- Jennings, Eleanor
- Josefsson, Melanie
- López, Bernat
- Magan, John
- Marchante, Elizabete
- Montani, Elena
- Roy, Helen
- von Schomberg, René
- See, Linda
- Quintas, Mafalda",,10.3897/rio.3.e14811.suppl1
NO,zenodo,"Supplementary material 1 from: Croce A, Nazzaro R (2017) An atlas of orchids distribution in the Campania region (Italy), a citizen science project for the most charming plant family. Italian Botanist 4: 15-32. https://doi.org/10.3897/ib.4.14916","- Croce, Antonio
- Nazzaro, Roberto",,10.3897/ib.4.14916.suppl1
NO,zenodo,"Supplementary material 1 from: Fernandez-Triana J, Buffam J, Beaudin M, Davis H, Fernandez-Galliano A, Griffin E, Lin S-Y, McAulay MK, Richter R, Rodriguez F, Várkonyi G (2017) An annotated and illustrated checklist of Microgastrinae wasps (Hymenoptera, Braconidae) from the Canadian Arctic Archipelago and Greenland. ZooKeys 691: 49-101. https://doi.org/10.3897/zookeys.691.14491","- Fernández-Triana, Jose
- Buffam, Joel
- Beaudin, Melanie
- Davis, Hannah
- Fernández-Galliano, Ana
- Griffin, Emily
- Lin, Shang-Yao
- McAulay, Megan K.
- Richter, Robin
- Rodriguez, Freddy
- Várkonyi, Gergely",,10.3897/zookeys.691.14491.suppl1
NO,zenodo,"Supplementary material 1 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl1
NO,zenodo,"Supplementary material 1 from: Maes D, Vanreusel W, Herremans M, Vantieghem P, Brosens D, Gielen K, Beck O, Van Dyck H, Desmet P, Vlinderwerkgroep Natuurpunt (2016) A database on the distribution of butterflies (Lepidoptera) in northern Belgium (Flanders and the Brussels Capital Region). ZooKeys 585: 143-156. https://doi.org/10.3897/zookeys.585.8019","- Maes, Dirk
- Vanreusel, Wouter
- Herremans, Marc
- Vantieghem, Pieter
- Brosens, Dimitri
- Gielen, Karin
- Beck, Olivier
- Van Dyck, Hans
- Desmet, Peter
- Natuurpunt, Vlinderwerkgroep",,10.3897/zookeys.585.8019.suppl1
NO,zenodo,Supplementary material 1 from: Ruete A (2015) Displaying bias in sampling effort of data accessed from biodiversity databases using ignorance maps. Biodiversity Data Journal 3: e5361. https://doi.org/10.3897/BDJ.3.e5361,"- Ruete, Alejandro",,10.3897/BDJ.3.e5361.suppl1
NO,zenodo,"Supplementary material 1 from: Runnel V, Wetzel F, Groom Q, Koch W, Pe'er I, Valland N, Panteri E, Kõljalg U (2016) Summary report and strategy recommendations for EU citizen science gateway for biodiversity data. Research Ideas and Outcomes 2: e11563. https://doi.org/10.3897/rio.2.e11563","- Runnel, Veljo
- Wetzel, Florian
- Groom, Quentin
- Koch, Wouter
- Pe'er, Israel
- Valland, Nils
- Panteri, Emmanouela
- Kõljalg, Urmas",,10.3897/rio.2.e11563.suppl1
NO,zenodo,"Supplementary material 1 from: Tiago P, Gouveia MJ, Capinha C, Santos-Reis M, Pereira HM (2017) The influence of motivational factors on the frequency of participation in citizen science activities. Nature Conservation 18: 61-78. https://doi.org/10.3897/natureconservation.18.13429","- Tiago, Patrícia
- Gouveia, Maria João
- Capinha, César
- Santos-Reis, Margarida
- Pereira, Henrique M.",,10.3897/natureconservation.18.13429.suppl1
NO,zenodo,"Supplementary material 1 from: Vohland K, Häuser C, Regan E, Hoffmann A, Wetzel F (2016) 2nd EU BON Stakeholder Roundtable (Berlin, Germany): How can a European biodiversity network support citizen science? Research Ideas and Outcomes 2: e8616. https://doi.org/10.3897/rio.2.e8616","- Vohland, Katrin
- Häuser, Christoph
- Regan, Eugenie
- Hoffmann, Anke
- Wetzel, Florian",,10.3897/rio.2.e8616.suppl1
NO,zenodo,"Supplementary material 1 from: Wilson J, Jisming-See S, Brandon-Mong G, Lim A, Lim V, Lee P, Sing K (2015) Citizen Science: The First Peninsular Malaysia Butterfly Count. Biodiversity Data Journal 3: e7159. https://doi.org/10.3897/BDJ.3.e7159","- Wilson, John-James
- Jisming-See, Shi-Wei
- Brandon-Mong, Guo-Jie
- Lim, Aik-Hean
- Lim, Voon-Ching
- Lee, Ping-Shin
- Sing, Kong-Wah",,10.3897/BDJ.3.e7159.suppl1
NO,zenodo,"Supplementary material 10 from: Gerovasileiou V, Dailianis T, Panteri E, Michalakis N, Gatti G, Sini M, Dimitriadis C, Issaris Y, Salomidi M, Filiopoulou I, Doğan A, Thierry de Ville d'Avray L, David R, Ҫinar M, Koutsoubas D, Féral J, Arvanitidis C (2016) CIGESMED for divers: Establishing a citizen science initiative for the mapping and monitoring of coralligenous assemblages in the Mediterranean Sea. Biodiversity Data Journal 4: e8692. https://doi.org/10.3897/BDJ.4.e8692","- Gerovasileiou, Vasilis
- Dailianis, Thanos
- Panteri, Emmanouela
- Michalakis, Nikitas
- Gatti, Giulia
- Sini, Maria
- Dimitriadis, Charalampos
- Issaris, Yiannis
- Salomidi, Maria
- Filiopoulou, Irene
- Doğan, Alper
- Thierry de Ville d'Avray, Laure
- David, Romain
- Ҫinar, Melih Ertan
- Koutsoubas, Drosos
- Féral, Jean-Pierre
- Arvanitidis, Christos",,10.3897/BDJ.4.e8692.suppl10
